source,"source_file","publish_date","ingested_at",address,"product_description",postcode,"product_price","brand_description","trading_name",location,"site_features"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","162 Chester Pass Rd",PULP,"6,330","202.9","EG Ampol","EG Ampol Brooks Garden",LANGE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","162 Chester Pass Rd","Brand Diesel","6,330","229.9","EG Ampol","EG Ampol Brooks Garden",LANGE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 68 Pennant Rd",ULP,"6,230","179.7","EG Ampol","EG Ampol Bunbury","EAST BUNBURY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 68 Pennant Rd",PULP,"6,230","191.7","EG Ampol","EG Ampol Bunbury","EAST BUNBURY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 68 Pennant Rd","Brand Diesel","6,230","229.9","EG Ampol","EG Ampol Bunbury","EAST BUNBURY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","90 Robinson St",ULP,"6,701","215.9","EG Ampol","EG Ampol Carnarvon",CARNARVON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","90 Robinson St",PULP,"6,701","227.9","EG Ampol","EG Ampol Carnarvon",CARNARVON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1244 Marmion Ave","98 RON","6,028","199.9","EG Ampol","EG Ampol Currambine Marketplace",CURRAMBINE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","372 Grand Prom",PULP,"6,059","190.9","EG Ampol","EG Ampol Dianella",DIANELLA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","372 Grand Prom","Brand Diesel","6,059","219.9","EG Ampol","EG Ampol Dianella",DIANELLA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","372 Grand Prom","98 RON","6,059","200.9","EG Ampol","EG Ampol Dianella",DIANELLA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","106 Frederick St",PULP,"6,725","249.9","EG Ampol","EG Ampol Djugun",DJUGUN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","106 Frederick St","Brand Diesel","6,725","247.9","EG Ampol","EG Ampol Djugun",DJUGUN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Recreation Dr",ULP,"6,232","179.9","EG Ampol","EG Ampol Eaton",EATON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","11 Main St",ULP,"6,069","175.9","EG Ampol","EG Ampol Ellenbrook",ELLENBROOK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","11 Main St",PULP,"6,069","190.9","EG Ampol","EG Ampol Ellenbrook",ELLENBROOK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","651 Old Coast Rd",ULP,"6,210","177.9","EG Ampol","EG Ampol Falcon",FALCON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","651 Old Coast Rd","Brand Diesel","6,210","225.9","EG Ampol","EG Ampol Falcon",FALCON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","5 Howtree Pl",ULP,"6,014","177.9","EG Ampol","EG Ampol Floreat",FLOREAT,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","59 Cathedral Ave","Brand Diesel","6,530","229.9","EG Ampol","EG Ampol Geraldton",GERALDTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","37 Canham Way",PULP,"6,024","193.9","EG Ampol","EG Ampol Greenwood",GREENWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","37 Canham Way","98 RON","6,024","201.9","EG Ampol","EG Ampol Greenwood",GREENWOOD,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","139-141 Clive St",ULP,"6,317","183.9","EG Ampol","EG Ampol Katanning",KATANNING,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","139-141 Clive St","Brand Diesel","6,317","239.9","EG Ampol","EG Ampol Katanning",KATANNING,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","207 Burslem Dr",ULP,"6,109","173.9","EG Ampol","EG Ampol Maddington West",MADDINGTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","207 Burslem Dr","Brand Diesel","6,109","219.9","EG Ampol","EG Ampol Maddington West",MADDINGTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10-12 Magenta Tce",PULP,"6,210","192.9","EG Ampol","EG Ampol Mandurah",MANDURAH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10-12 Magenta Tce","Brand Diesel","6,210","229.9","EG Ampol","EG Ampol Mandurah",MANDURAH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","53 Yirrigan Dr",ULP,"6,061","173.9","EG Ampol","EG Ampol Mirrabooka",MIRRABOOKA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","53 Yirrigan Dr",PULP,"6,061","188.9","EG Ampol","EG Ampol Mirrabooka",MIRRABOOKA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","60 Russell St",PULP,"6,062","190.9","EG Ampol","EG Ampol Morley Galleria",MORLEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","60 Russell St","98 RON","6,062","197.9","EG Ampol","EG Ampol Morley Galleria",MORLEY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","86 Wellington St",ULP,"6,401","179.9","EG Ampol","EG Ampol Northam",NORTHAM,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","401 Scarborough Beach Rd",ULP,"6,017","177.9","EG Ampol","EG Ampol Osborne Park","OSBORNE PARK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","401 Scarborough Beach Rd",PULP,"6,017","191.9","EG Ampol","EG Ampol Osborne Park","OSBORNE PARK","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","12 Saltaire Way",ULP,"6,172","177.9","EG Ampol","EG Ampol Port Kennedy","PORT KENNEDY","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","219 Hampton Rd","Brand Diesel","6,162","225.9","EG Ampol","EG Ampol South Fremantle","SOUTH FREMANTLE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","219 Hampton Rd","98 RON","6,162","201.9","EG Ampol","EG Ampol South Fremantle","SOUTH FREMANTLE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","752 North Lake Rd","98 RON","6,164","193.9","EG Ampol","EG Ampol South Lake","SOUTH LAKE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","466 Warton Rd",ULP,"6,110","175.9","EG Ampol","EG Ampol Southern River","SOUTHERN RIVER","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","202 Warnbro Sound Ave",PULP,"6,169","190.9","EG Ampol","EG Ampol Warnbro",WARNBRO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","202 Warnbro Sound Ave","98 RON","6,169","198.9","EG Ampol","EG Ampol Warnbro",WARNBRO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","470 Whitfords Ave",PULP,"6,025","190.9","EG Ampol","EG Ampol Whitfords",HILLARYS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1309 Lower Denmark Rd",PULP,"6,330","210.1",Puma,"Elleker General Store",ELLEKER,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Johnson St",Diesel,"6,518","249.9",Ampol,"Eneabba Roadhouse",ENEABBA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1 Johnson St","98 RON","6,518","219.9",Ampol,"Eneabba Roadhouse",ENEABBA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 6 Eyre Hwy",Diesel,"6,443",282,IOR,"Eucla Motor Hotel",EUCLA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Huston St",ULP,"6,707","229.8",Independent,"Exmouth Fuel Supplies",EXMOUTH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Huston St",Diesel,"6,707","270.8",Independent,"Exmouth Fuel Supplies",EXMOUTH,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","67 Lundy Ave",ULP,"6,407",189,FDWA,"FDWA Cunderdin OPT",CUNDERDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","67 Lundy Ave",PULP,"6,407",209,FDWA,"FDWA Cunderdin OPT",CUNDERDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","67 Lundy Ave",Diesel,"6,407",216,FDWA,"FDWA Cunderdin OPT",CUNDERDIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","6 Frankland-Cranbrook Rd",Diesel,"6,396",245,Independent,"Frankland River General Store","FRANKLAND RIVER","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","7 South Western Hwy",ULP,"6,239","189.9",Liberty,"Fruit Barn",DONNYBROOK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","7 South Western Hwy",PULP,"6,239","209.9",Liberty,"Fruit Barn",DONNYBROOK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","94 Ommaney Rd",ULP,"6,224","193.9",Ampol,"GD's Brunswick Roadhouse",BRUNSWICK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","328 Marine Tce",Diesel,"6,280","249.9",Liberty,"Geographe IGA",GEOGRAPHE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","84 Strelly St",Diesel,"6,280","227.2",Liberty,"Geographe Petroleum",BUSSELTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","12 Auger Way",ULP,"6,285","189.9",Liberty,"Geographe Petroleum Margaret River","MARGARET RIVER","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","12 Auger Way",PULP,"6,285","206.5",Liberty,"Geographe Petroleum Margaret River","MARGARET RIVER","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","20 Great Eastern Hwy",Diesel,"6,071","235.5",Independent,"Glen Forrest Fuel","GLEN FORREST","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","20 Formby St",Diesel,"6,335",238,Independent,"Gnowangerup Fuel Supplies",GNOWANGERUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 3 Eyre Hwy","98 RON","6,443","265.9",BP,"Golden Outback Caiguna",CAIGUNA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Bayview Dr",ULP,"6,284",240,Independent,"Gracie's General",GRACETOWN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Bayview Dr",Diesel,"6,284",320,Independent,"Gracie's General",GRACETOWN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","58 Bannister Rd",ULP,"6,390",207,Independent,"Greg Day Motors",BODDINGTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","111 Morgans St",ULP,"6,346","224.9",Shell,"GSG WA Pty Ltd",RAVENSTHORPE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","143 Throssell St",Diesel,"6,225","249.7",Gull,"Gull Collie",COLLIE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","30 Weld St",Diesel,"6,503","241.9",Independent,"Gull Gingin",GINGIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","30 Weld St","98 RON","6,503","245.9",Independent,"Gull Gingin",GINGIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","14270 South Western Hwy",ULP,"6,228","182.7",Gull,"Gull Waterloo",WATERLOO,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","63 Avon Tce",PULP,"6,302","199.7",Gull,"Gull York Roadhouse",YORK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","24 Falconer Dr",ULP,"6,518","219.9",Puma,"Halfway Mill Roadhouse",WARRADARGE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","213 Harbour Rd",ULP,"6,450","193.9",BP,"Harbour Rd Truckstop",CHADWICK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","213 Harbour Rd",Diesel,"6,450","226.9",BP,"Harbour Rd Truckstop",CHADWICK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","213 Harbour Rd","98 RON","6,450","215.9",BP,"Harbour Rd Truckstop",CHADWICK,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","777 Great Northern Hwy",ULP,"6,056","188.9",Vibe,"Herne Hill General Store","HERNE HILL","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","1615 Canning Rd",ULP,"6,111","216.9",Independent,"Hills Emporio",KARRAGULLEN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","47 Albany Hwy",ULP,"6,395","199.9",Shell,"Hillview Roadhouse and Motel",KOJONUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 704 Tamar St",ULP,"6,348","234.9",Independent,"Hopetoun Fuel Services",HOPETOUN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Marshall St",PULP,"6,359",275,Liberty,"Hyden Travel Stop",HYDEN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","97 Knight Tce","98 RON","6,537",225,Ampol,"IGA Denham-Ampol",DENHAM,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","641 Robinson St",Diesel,"6,640","243.9",IOR,"IOR Cue",CUE,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Lot 124 Kingswood St",Diesel,"6,443","251.9",IOR,"IOR Widgiemooltha",WIDGIEMOOLTHA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","3 South Coast Hwy",Diesel,"6,337",247,Liberty,"Jerramungup Roadhouse",JERRAMUNGUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2263 Mandurah Rd",ULP,"6,176","176.9",BP,"Karnup Roadhouse",KARNUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2263 Mandurah Rd",Diesel,"6,176","214.9",BP,"Karnup Roadhouse",KARNUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2263 Mandurah Rd","Brand Diesel","6,176","219.9",BP,"Karnup Roadhouse",KARNUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Kiwirrkurra Roadhouse Kiwirrkurra Community",ULP,872,285,BP,"Kiwirrkurra Roadhouse & Community Store","GIBSON DESERT NORTH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","Kiwirrkurra Roadhouse Kiwirrkurra Community",Diesel,872,375,BP,"Kiwirrkurra Roadhouse & Community Store","GIBSON DESERT NORTH","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","23 Walker Ave",ULP,"6,044","204.5",Independent,"Lancelin Gull Roadhouse",LANCELIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","23 Walker Ave",Diesel,"6,044","251.5",Independent,"Lancelin Gull Roadhouse",LANCELIN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","13 Prince St",PULP,"6,043",230,Independent,"Ledge Point Store","LEDGE POINT","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","5 Rudduck St",Diesel,"6,514","239.9",Liberty,"Leeman Fuel and Alicia Cafe",LEEMAN,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","7 Honeybee Pde","Brand Diesel","6,031","221.9",Liberty,"Liberty Banksia Grove","BANKSIA GROVE","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","63 William St",PULP,"6,107","177.3",Liberty,"Liberty Beckenham",BECKENHAM,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","100 West St",ULP,"6,280","169.5",Liberty,"Liberty Busselton West","WEST BUSSELTON","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","100 West St",Diesel,"6,280","225.9",Liberty,"Liberty Busselton West","WEST BUSSELTON","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","25 Cecil Ave",ULP,"6,107","165.2",Liberty,"Liberty Cannington",CANNINGTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","25 Cecil Ave",PULP,"6,107","185.2",Liberty,"Liberty Cannington",CANNINGTON,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10805 Brand Hwy",ULP,"6,507","179.5",Liberty,"Liberty Cataby",CATABY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10805 Brand Hwy",PULP,"6,507","194.5",Liberty,"Liberty Cataby",CATABY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10805 Brand Hwy",Diesel,"6,507","219.9",Liberty,"Liberty Cataby",CATABY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","10805 Brand Hwy","Brand Diesel","6,507","222.9",Liberty,"Liberty Cataby",CATABY,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","9 Norton Prom",ULP,"6,230","177.5",Liberty,"Liberty Dalyellup",DALYELLUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","9 Norton Prom",Diesel,"6,230","229.9",Liberty,"Liberty Dalyellup",DALYELLUP,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","30215 Brand Hwy","98 RON","6,525","202.5",Liberty,"Liberty Dongara",DONGARA,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","115 Dixon Rd",Diesel,"6,168","223.5",Liberty,"Liberty East Rockingham","EAST ROCKINGHAM","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","115 Dixon Rd","98 RON","6,168","196.5",Liberty,"Liberty East Rockingham","EAST ROCKINGHAM","(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2341 Albany Hwy",PULP,"6,110","188.5",Liberty,"Liberty Gosnells",GOSNELLS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2341 Albany Hwy","Brand Diesel","6,110","218.5",Liberty,"Liberty Gosnells",GOSNELLS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2341 Albany Hwy","98 RON","6,110","196.5",Liberty,"Liberty Gosnells",GOSNELLS,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Cockatoo St","98 RON","6,714","212.5",Liberty,"Liberty Karratha",NICKOL,"(blank)"
"FuelWatch WA","FuelWatchRetail-05-2026.csv","May 17, 2026 @ 10:00:00.000","May 18, 2026 @ 22:00:01.000","2 Cowle St",Diesel,"6,065","208.5",Liberty,"Liberty Landsdale",LANDSDALE,"(blank)"
